,C-17,C#-10,C-10,B-9,A#-9,F-10,E-10,D#-10,D-10,G-10,F#-10,C-1,C#-1,D-1,D#-1,G#-0,A-0,A#-0,B-0,E-12,E-1,F-1,C--1,E--1,G#--1,D#-6,C-9,C#-9,D-9,D#-9,E-9,F-9,F#-9,G-9,G#-9,A-9,B-3,A#-3,G-3,F#-3,A-3,G#-3,D#-3,D-3,F-3,E-3,G#-15,D#-15,C#-15,C-15,G-8,F#-8,E-6,G#-8,D#-8,D-8,F-8,E-8,A#-5,B-5,G#-5,A-5,B-8,A#-8,C-6,C#-6,D#--1,G--1,G-19,C-8,C#-8,F#-7,G-7,E-7,F-7,A#-7,B-7,G#-7,A-7,D#-2,D-2,A-1,G#-1,G-1,F#-1,C#-2,C-2,B-1,A#-1,D-6,C-4,C#-4,D-4,D#-4,E-4,F-4,F#-4,G-4,G#-4,A-4,C#-20,D-20,D#-20,C#-14,C#-11,D-14,D#-14,D--1,G-14,E-14,F#--1,D#-7,D-7,C#-18,G-6,F#-6,A-6,G#-6,B-6,A#-6,C#-7,C-7,B--1,A#--1,C#-0,C-0,D#-0,D-0,F-0,E-0,G-0,F#-0,B-10,A-8,F-6,G-11,F#-11,A-11,G#-11,B-11,A#-11,E-18,C-3,C#-3,A#-2,B-2,G#-2,A-2,F#-2,G-2,E-2,F-2,C#--1,F--1,A--1,D-11,D#-11,C-11,A#-15,A#-10,C-16,G#-10,A-10,E-11,F-11,F-5,E-5,D#-5,D-5,C#-5,C-5,B-4,A#-4,G-5,F#-5
A-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037,0.0,0.0,0.0,0.00294397163041,0.00160914101292,0.0050117012261,0.00194689929385,0.00114420326434,0.0145376705583,0.00117138930698,0.00240306719926,0.0,0.00329236498576,0.00220158247684,0.00378084887826,0.00582010582011,0.00455684666211,0.00249180296686,0.00181488203267,0.00202634245187,0.00117785630153,0.00234270414993,0.00234065538351,0.000870322019147,0.00388265746333,0.00305492362691,0.0,0.0,0.00435295428646,0.00136784944321,0.00631759625393,0.00752136163088,0.0284588871327,0.0031872169808,0.00470266990926,0.0293258881919,0.00571725699231,0.0641252847248,0.0,0.0,0.0,0.0,0.00548304428154,0.00530705079606,0.00515266139664,0.00108283703303,0.00126087504728,0.0010056315366,0.000955170657157,0.00104762189829,0.00328838807676,0.00296639677586,0.00216003079134,0.00624486960302,0.000743099787686,0.000478316326531,0.00298369993423,0.00574958885073,0.03973638302,0.000514615067929,0.0,0.000989643588922,0.00131283846617,0.00327284547014,0.00200296622479,0.00459490190754,0.00494536950193,0.00200347591001,0.00167333465172,0.00213343035756,0.00460573157707,0.0035071379307,0.0154105113289,0.0613490628215,0.00185352563011,0.00263421906614,0.00208009902147,0.00394917028837,0.00506971629427,0.00534208104889,0.00186288545057,0.00315282745646,0.00562608783532,0.0115985017371,0.00465009461069,0.00179938124783,0.00990335089316,0.00248799215929,0.00498047969868,0.00286289677383,0.00179532368374,0.00778997519623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00115888990546,0.0,0.0,0.00110987791343,0.00180674964712,0.00345527372986,0.0,0.00242373887532,0.00347194449108,0.00767609887622,0.00179879171383,0.00349767990831,0.00116635907502,0.00384126176545,0.00270690981927,0.00191876040837,0.00201545179711,0.00322871301997,0.00462915688077,0.0027712724434,0.00309062510385,0.00109057200502,0.000549437970742,0.00250206052043,0.0015841753725,0.0,0.000953395771409,0.00219635124977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177386732736,0.0145464631924,0.00922791628646,0.0294108457745,0.00976601973218,0.319819864383,0.00652295480514,0.0265439441145,0.0142368959978,0.0182325568106,0.00249084429757,0.00153165418652,0.00645792563601,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00213338989488,0.00538863536667,0.0016580941459,0.00312704661393,0.00568898272778,0.00350188984167,0.00294944486472,0.0026597371348,0.00234965166505,0.00336826330351
F#-2,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248390610186,0.0300929085565,0.0300183746828,0.0461509177012,0.036076055864,0.0190880796354,0.0311301616386,0.0178288977654,0.0,0.0428870206444,0.0295188542751,0.0450594318368,0.0542328042328,0.0428343586238,0.025750215774,0.0161826981246,0.0509962850388,0.0331482416288,0.0113788487282,0.0262873604609,0.0237888018567,0.0317083692839,0.100487487813,0.0,0.0,0.0209297822748,0.0177722890612,0.016994547153,0.102097180946,0.0200876455771,0.0371911770064,0.0447001559941,0.0187173293368,0.0189430233206,0.016564326789,0.0,0.0,0.0,0.0,0.0182370820669,0.00429618397776,0.0189825696608,0.0112615051435,0.0110326566637,0.00852272727273,0.0102521650535,0.00595647879314,0.0764449662558,0.0211727453835,0.0459929786579,0.0273268538642,0.0138004246285,0.00701530612245,0.0145117478841,0.0335632060179,0.0540802481101,0.0370522848909,0.0,0.0348466052437,0.0146326787375,0.0176531904639,0.0156338394263,0.0159994229855,0.0148909217146,0.0173071352708,0.0223009872674,0.0135613402573,0.0179334282663,0.0942961582004,0.155348430251,0.0392267151271,0.033423649061,0.0325906543672,0.0912488866765,0.172306067848,0.175885655191,0.243308968257,0.0278786547684,0.0197418862323,0.0206331404007,0.0301899280296,0.0256335891315,0.0361305124501,0.0260862916771,0.0179354431963,0.0243581448718,0.0166870788987,0.0215352255224,0.050375200868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476364745349,0.0,0.0,0.0303366629671,0.0290927755678,0.0157646863925,0.0,0.0154003286551,0.0196336263537,0.0170961715667,0.0133429705293,0.0162451398622,0.0225502014459,0.016547952175,0.0155023381494,0.0107522988922,0.0885119247565,0.0413725784652,0.0574560059907,0.0987900078064,0.0562626699013,0.0279186433284,0.0423525102447,0.047509713882,0.0468402123651,0.0,0.0304525825809,0.0142654650256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202297523907,0.0816147220721,0.0435664230286,0.0326509732989,0.0410390607199,0.0288789874871,0.348894461646,0.0282425603857,0.12873603083,0.0370237147531,0.0544964671936,0.0452688904016,0.0772994129159,0.0,0.0,0.0434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193885878797,0.0204543304325,0.0290006247108,0.0165493668978,0.0242445969326,0.0154044815281,0.0172876725097,0.0647429480079,0.0147384983352,0.0203828630374
G-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00676441846486,0.00126638336078,0.00375320390715,0.00253829369152,0.00191822311964,0.0034144483696,0.00205483934297,0.0015432247301,0.0,0.00262546274091,0.00285117289447,0.00322839607413,0.0037037037037,0.0123034859877,0.00426221946412,0.000756200846945,0.00101317122594,0.0010095911156,0.0016733601071,0.00234065538351,0.00145053669858,0.00431406384814,0.00482612934677,0.0,0.0,0.0101517430968,0.00545388869096,0.0341075986501,0.00386322272473,0.0036078701293,0.00184993341045,0.00416712397355,0.0550666342687,0.00689855027984,0.00792109850588,0.0,0.0,0.0,0.0,0.00375469336671,0.00176901693202,0.00284011692106,0.00151597184624,0.000819568780734,0.0018352775543,0.00171930718288,0.00134694244066,0.0041766179153,0.00449859172763,0.00181350400134,0.00280964519476,0.002016985138,0.00271045918367,0.00332918290443,0.00235214576228,0.00193836014732,0.0133799917662,0.0,0.00114296865199,0.000519665226191,0.00284692722402,0.007377337431,0.00315660851266,0.00300254576903,0.00475523800328,0.00249478984438,0.00874871828796,0.00687522249911,0.00786253610013,0.0125699606056,0.00421674537747,0.00202333183334,0.0698296816667,0.00224157178957,0.00290097186196,0.0117725734183,0.00517905394721,0.00403162768474,0.00518481130114,0.00465537665956,0.00154369739123,0.0085107550802,0.00235933679591,0.00378359148278,0.00374166212436,0.00192962991056,0.0109759233248,0.00100516479583,0.00296647688576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109789569991,0.0,0.0,0.00258971513134,0.00214038239446,0.00552015477733,0.0,0.00805844012984,0.00242772422389,0.00346180669339,0.00139648424182,0.00577908840818,0.00285900212292,0.00169592130925,0.00403476747293,0.000832669611179,0.000503862949278,0.000825949842319,0.00425473978012,0.0016393442623,0.00455285633578,0.00226293691041,0.00178567340491,0.0180884257624,0.0176828224011,0.0,0.000897313667209,0.00285375873423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026372456302,0.00422207449988,0.00855622397242,0.0227792306502,0.00811672588859,0.0267297480191,0.00604805652621,0.337914888989,0.0116594404251,0.0298785729082,0.00324302995179,0.00255275697754,0.00215264187867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027987465867,0.0029231722851,0.00213850937156,0.00540346867512,0.00148368083047,0.0033921926486,0.00607844214251,0.00372420605688,0.00714851584876,0.00162138727145
E-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00614428147503,0.00749516954371,0.00849174694252,0.0167968668757,0.00420662964833,0.0123642428461,0.00799685884432,0.00640069300736,0.0,0.0755053995116,0.00890129673078,0.0117266739752,0.00992063492063,0.00956937799043,0.00785441022971,0.00665456745312,0.00236406619385,0.00420662964833,0.00635876840696,0.0102628736046,0.0548302872063,0.0248058671268,0.0084822879428,0.0,0.0,0.0161423918363,0.00353022105597,0.0088157708468,0.0199613903234,0.00849335316568,0.0128047172269,0.0247476701618,0.00824407203227,0.0102373532015,0.0445656559572,0.0,0.0,0.0,0.0,0.0022051373741,0.00210597253812,0.00883154042975,0.00129940443963,0.00327827512294,0.00309231697506,0.00248344370861,0.00419048759316,0.0136027826861,0.00924014579761,0.00921670179086,0.00735271383961,0.00605095541401,0.00334821428571,0.00459442969522,0.012180117701,0.00697809653034,0.00596953478798,0.0,0.00415371534505,0.00516930146053,0.00776740380412,0.00634527468159,0.0116124159935,0.00581020012912,0.0062518103698,0.00495915542236,0.00816988059405,0.00537335350659,0.0535440807735,0.0274631501567,0.025978560332,0.00909193123438,0.00959391048162,0.0119683160864,0.0202182896282,0.0283255634322,0.0329391412491,0.00914496830702,0.00636717672438,0.00541182949192,0.00722445695962,0.00642952132828,0.00593472640174,0.012841469231,0.00536293973548,0.00647702606041,0.00645203878472,0.00932659153889,0.00954937292008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125038121378,0.0,0.0,0.00887902330744,0.00456306942128,0.0083837720466,0.0,0.00614722615868,0.00602624086857,0.00610390834988,0.00751837658707,0.00802271332879,0.00691814506235,0.00616043415586,0.00595776132799,0.0036203026573,0.00285522337924,0.0157681333534,0.00551414275503,0.0368071818891,0.0147552424313,0.00586182452696,0.0238547652297,0.00556340515719,0.00342524404864,0.0,0.00835623352588,0.00408424801738,0.0,0.0,0.0,0.0,0.166666666667,0.5,0.0,0.00792857250767,0.0199212820599,0.0356138390847,0.0743054000701,0.0316191631597,0.0251103559786,0.0324294398,0.018362043065,0.322049726646,0.0220543473343,0.00871795504149,0.0124234172907,0.00782778864971,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0045276556229,0.00981449599844,0.00515773498219,0.00507719334198,0.00679342248028,0.00435451680424,0.00893334631603,0.00899122026888,0.00551806137092,0.00560531564954
D#-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000801476687215,0.00106467199913,0.000260718349026,0.00128678016496,0.00210331482416,7.87949623754e-05,0.000713304103135,0.000192502045334,0.0,0.000359152063959,0.000490445101696,0.000703514117759,0.000529100529101,0.00227842333105,0.203651157095,0.000756200846945,0.0109760216143,0.00117785630153,0.0,0.000360100828232,0.0,0.000215703192407,0.000227494312642,0.0,0.0,0.000313703724194,0.000566190419639,0.000280942444054,0.000823933236019,0.000204745021144,0.000604499376522,0.000697184653552,0.000163668014065,0.000414590517094,0.000159135744206,0.0,0.0,0.0,0.0,0.00029799153704,0.000505433409148,0.0156948155132,0.00108283703303,0.00277392510402,0.000905068382944,0.00197401935813,0.000419048759316,0.00901181252677,0.0116805450977,0.00636334141252,0.00214248989159,0.000636942675159,0.00127551020408,0.0189646191786,0.0203420241879,0.000775344058926,0.0,0.0,0.00104539815731,0.000328209616542,0.00340734596891,0.00250753023562,0.00318206503292,0.00943396226415,0.00251037945351,0.00115612212301,0.00254688585321,0.00119037023852,0.0011454926745,0.00035145254113,0.000333258612632,0.00117173963766,0.000339371600922,0.000501759569891,0.000406941651134,0.000638489653357,0.000587899714511,0.000626665827125,0.0147213536033,0.000439664267888,0.000505495594203,0.000260885960817,0.00175138400635,0.000420294967062,0.000475794179785,0.000472973320089,0.000368952003891,0.000809532689827,0.000441877703328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000182982616651,0.0,0.0,0.0,0.0898755293212,0.00310323813581,0.0,0.0259009438079,0.0305214684831,0.0064652134174,0.0323877971279,0.0100396367739,0.0181105694179,0.00743661494107,0.00969016121472,0.000108609079719,0.000167954316426,0.0177954647845,0.000306341264168,0.000585480093677,0.000166162639992,0.000408964501881,6.86797463428e-05,0.000397386082656,8.5631101216e-05,0.0,0.000560821042005,0.0343432998527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000482044929222,0.000435961568811,0.000583035430682,0.000483062288231,0.000993672481743,0.000319250274134,0.000510724149607,0.000544873490688,0.00047828715907,0.000831631523264,0.000653538355303,0.000340367597005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00152141767518,0.00047732090017,0.0147276926927,0.000379424071622,0.000792058883904,0.000573746974402,0.00043429630018,0.000986542224163,0.0040659317891,0.0036571819211
C#--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17892295414e-05,4.85320569402e-05,1.34764951783e-05,3.02931381069e-05,0.00010095911156,6.56624686462e-06,0.000111249263792,4.81255113336e-05,0.0,2.56183018471e-05,2.21155616149e-05,0.0141004946179,0.0205026455026,0.0111642743222,4.18470727259e-05,0.0,0.00135089496792,0.000673060743732,0.00133868808568,0.000720201656464,0.0,0.0,0.000422489437764,0.0,0.0,2.31489657359e-05,2.50741471555e-05,1.85378288956e-05,7.62159780413e-05,1.40372451094e-05,4.27978597807e-05,5.02950398253e-05,1.5155368954e-05,3.29876881283e-05,1.52007444777e-05,0.0,0.0,0.0,0.0,0.000119196614816,8.42389015247e-05,3.19740876045e-05,0.000324851109908,0.0,0.0,0.000127356087621,5.98641084738e-05,8.20798777498e-05,3.04755259638e-05,7.09337993068e-05,2.45756970667e-05,0.000106157112527,0.00031887755102,3.93217779735e-05,2.84228951863e-05,0.0283000581508,0.00586661177439,0.0,0.0,5.4701602757e-05,4.48334995909e-05,1.52898185099e-05,1.27282601317e-05,1.82710695884e-05,2.41382639761e-05,0.0,3.3076439652e-05,0.0,5.39336489817e-05,3.21585728632e-05,1.27646589021e-05,1.97210824262e-05,1.86442773678e-05,1.98998129702e-05,6.76120564059e-05,8.28230464718e-05,3.12692223917e-05,2.10993001179e-05,2.95481101668e-05,3.44061144528e-05,3.15707654873e-05,3.42765753715e-05,5.81929745289e-05,4.64004686926e-05,5.49428993323e-05,3.44124825973e-05,3.22082338086e-05,5.1681510715e-05,6.24479350578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025373589509,0.5,0.0,0.0536440991491,2.053124599e-05,2.66245407267e-05,0.0,3.25705274828e-05,1.23056260443e-05,2.80081447685e-06,1.09100331392e-05,5.39765417949e-06,1.24459047639e-05,0.0,3.19965699677e-06,0.00126710593006,0.00184749748069,0.00653251238925,0.000102113754723,0.000351288056206,9.96975839952e-05,0.000381700201756,2.28932487809e-05,0.000132462027552,0.000599417708512,0.0,0.0,1.16502592183e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37778919221e-05,2.6016135743e-05,4.10334633605e-05,1.88467166381e-05,3.82092005516e-05,1.50101642692e-05,0.000107517708119,2.29352497426e-05,5.59694394283e-05,8.11154243916e-05,0.563646004168,0.0141252552757,0.00430528375734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07284585699e-05,7.64907643322e-05,4.88786710762e-05,6.93829655805e-05,7.39714377877e-05,6.93028605629e-05,5.06824656146e-05,4.68720537975e-05,6.36320342595e-05,0.000143043596245
F--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00744276326e-05,7.58313389691e-06,2.0733069505e-06,1.58247736379e-05,3.36530371866e-05,1.31324937292e-05,2.61762973627e-05,0.000202127147601,0.0,1.4875143008e-06,8.0656754125e-05,0.000539504691533,0.0457671957672,0.0141262246525,4.27981425606e-06,0.0,0.00016886187099,0.0,0.0,0.000180050414116,0.00116042935886,0.0,6.49983750406e-05,0.0,0.0,1.65349755257e-06,2.37895134302e-07,6.88804627785e-07,2.17904724453e-06,6.45961721849e-07,1.0876203248e-07,6.69484723133e-07,3.4897231144e-07,2.14002407162e-06,5.6648737184e-07,0.0,0.0,0.0,0.0,0.0,8.42389015247e-05,3.71791716332e-07,0.000108283703303,0.0,5.02815768302e-05,0.0,5.98641084738e-05,2.09268810127e-06,3.36746143246e-07,8.28021003581e-07,3.52339742892e-07,0.000106157112527,0.0,7.31567962298e-07,6.04742450773e-07,0.0141500290754,0.031803211198,0.0,1.39386420975e-05,0.0,0.0,0.0,1.27282601317e-05,0.0,0.0,1.52121331974e-05,1.6538219826e-05,1.11249555002e-05,5.54697339211e-06,8.87133044501e-07,9.18320784327e-07,3.07341544304e-06,1.14382069741e-07,2.84283042431e-06,3.38483386262e-07,4.40309575139e-06,2.08096401205e-06,6.64544885604e-07,1.10254142414e-06,7.79871927597e-07,2.13970661231e-06,4.89396463294e-07,1.28826951835e-06,2.25225642709e-06,3.27928319401e-07,2.26646427644e-07,3.28416076708e-07,1.5152694241e-06,8.1892687023e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104910033547,0.0,0.0,0.031076581576,1.0265622995e-05,0.0,0.0,5.53084428953e-06,0.0,1.02696530818e-05,2.72750828481e-06,3.59843611966e-06,0.0,0.0,1.59982849838e-06,0.00593729635798,0.00554249244206,0.00112629523953,0.000714796283059,0.000585480093677,9.96975839952e-05,0.00199029390916,0.000755477209771,0.000117744024491,0.000128446651824,0.0,0.0,5.54774248489e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38987506232e-06,2.19989383121e-06,9.6652697423e-07,2.51289555175e-07,2.61259490951e-06,3.41140097027e-07,5.27263793314e-06,4.10605494113e-07,3.14435052968e-06,3.65098779062e-06,0.000678200180031,0.253063308373,0.00645792563601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82987013173e-06,7.20639771635e-07,1.17020759483e-06,2.85526607327e-07,7.33116330899e-08,8.5367465419e-07,8.73835614044e-07,7.32852958398e-07,2.3280012534e-07,5.66285020765e-07
A--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13426637458e-05,9.40308603217e-05,1.91780892921e-05,4.52136389655e-07,0.00010095911156,0.00103090075774,5.23525947255e-05,6.09589810225e-05,0.0,4.7931016359e-06,8.0223115662e-06,0.000202853764016,0.00992063492063,0.0305308726361,1.14128380162e-05,0.0,0.00016886187099,0.000673060743732,0.000334672021419,0.0,0.00232085871773,0.000431406384814,9.74975625609e-05,0.0,0.0,5.69236862359e-07,7.61264429767e-07,2.42579021089e-06,2.33107379648e-06,1.41614685175e-06,1.359525406e-06,2.63609609734e-06,5.48385060834e-07,3.49711250728e-06,1.74666939651e-06,0.0,0.0,0.0,0.0,0.000178794922224,0.000336955606099,3.34612544699e-06,0.000324851109908,0.000567393771277,0.000125703942076,0.000191034131431,0.000119728216948,1.4881337609e-05,1.68373071623e-06,4.96812602148e-06,2.73063300742e-06,0.000212314225053,0.00015943877551,2.92627184919e-06,7.55928063467e-06,0.00814111261872,0.0154384520379,0.0,0.0,0.0,0.0,7.64490925493e-05,0.0,8.52649914126e-05,0.0,1.52121331974e-05,4.96146594781e-05,2.22499110004e-05,1.19473273061e-06,2.56282879522e-06,1.51522929414e-05,1.28058976793e-06,9.49371178852e-06,3.41139650917e-06,3.72331724888e-06,4.28078753608e-06,1.41834126085e-05,2.17638450035e-05,2.64609941792e-06,2.93598843331e-06,3.91606681876e-06,2.7481493708e-06,1.61953882307e-06,3.2687615402e-06,3.33890652481e-06,2.79530594095e-06,5.32503210091e-06,2.43525443159e-06,5.27541262916e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067703568161,0.0,0.0,0.0173880873104,1.0265622995e-05,1.18331292119e-05,0.0,1.22907650878e-06,1.75794657776e-06,1.86720965123e-06,0.0,1.0795308359e-05,5.33395918454e-06,0.0,2.23975989774e-05,0.0177756860474,0.00999328182734,0.00180207238324,0.00544606691855,0.000507416081187,0.0100362234555,0.00103604340477,0.00167120716101,0.000235488048982,4.2815550608e-05,0.0,5.60821042005e-05,4.43819398791e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00917015394e-05,1.53036092606e-06,2.59204961271e-06,5.0257911035e-07,1.86613922108e-06,3.12711755608e-06,7.00679451571e-06,2.87423845879e-06,1.57217526484e-06,7.69882208022e-06,0.00035143100238,0.00816882232811,0.264481409002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03427442228e-06,8.75062579843e-07,1.35023953249e-06,9.38158852646e-07,1.90610246034e-06,4.38478345107e-06,3.37050879703e-06,1.70999023626e-06,9.31200501358e-07,4.19050915366e-06
D-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56117953587e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66534805269e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G#-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28932487809e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70569825459e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88229408959e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00240264889e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.181818181818,0.0,0.173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C#-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28764139483e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
