,C-17,C#-10,C-10,B-9,A#-9,F-10,E-10,D#-10,D-10,G-10,F#-10,C-1,C#-1,D-1,D#-1,G#-0,A-0,A#-0,B-0,E-12,E-1,F-1,C--1,E--1,G#--1,D#-6,C-9,C#-9,D-9,D#-9,E-9,F-9,F#-9,G-9,G#-9,A-9,B-3,A#-3,G-3,F#-3,A-3,G#-3,D#-3,D-3,F-3,E-3,G#-15,D#-15,C#-15,C-15,G-8,F#-8,E-6,G#-8,D#-8,D-8,F-8,E-8,A#-5,B-5,G#-5,A-5,B-8,A#-8,C-6,C#-6,D#--1,G--1,G-19,C-8,C#-8,F#-7,G-7,E-7,F-7,A#-7,B-7,G#-7,A-7,D#-2,D-2,A-1,G#-1,G-1,F#-1,C#-2,C-2,B-1,A#-1,D-6,C-4,C#-4,D-4,D#-4,E-4,F-4,F#-4,G-4,G#-4,A-4,C#-20,D-20,D#-20,C#-14,C#-11,D-14,D#-14,D--1,G-14,E-14,F#--1,D#-7,D-7,C#-18,G-6,F#-6,A-6,G#-6,B-6,A#-6,C#-7,C-7,B--1,A#--1,C#-0,C-0,D#-0,D-0,F-0,E-0,G-0,F#-0,B-10,A-8,F-6,G-11,F#-11,A-11,G#-11,B-11,A#-11,E-18,C-3,C#-3,A#-2,B-2,G#-2,A-2,F#-2,G-2,E-2,F-2,C#--1,F--1,A--1,D-11,D#-11,C-11,A#-15,A#-10,C-16,G#-10,A-10,E-11,F-11,F-5,E-5,D#-5,D-5,C#-5,C-5,B-4,A#-4,G-5,F#-5
F-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00623830946627,0.00152117665972,0.00217230735739,0.00285931052818,0.018038027932,0.00280378741119,0.00980302336235,0.0014277235029,0.0,0.00231556392824,0.0758388139815,0.00196811311471,0.000529100529101,0.0084301663249,0.00530887181719,0.00362976406534,0.000506585612969,0.00134612148746,0.000334672021419,0.0010803024847,0.0037713954163,0.00172562553926,0.00172245693858,0.0,0.0,0.00145342434871,0.00362980395918,0.00263988865803,0.00338727826611,0.00607047497044,0.00420593655802,0.00407728749226,0.00415147432327,0.0387036402279,0.0020466244599,0.0,0.0,0.0,0.0,0.0014899576852,0.000589672310673,0.00170354964423,0.00108283703303,0.00100870003783,0.00253921962993,0.00331125827815,0.000838097518633,0.00343030333282,0.00135742370343,0.00295700100729,0.00324654647595,0.000955414012739,0.000478316326531,0.00450627575576,0.00172744681063,0.00213219616205,0.00226430629889,0.0,0.0039028197873,0.00183250369236,0.00448334995909,0.00246930568934,0.00176074265155,0.00928170335091,0.00132760451868,0.002388304912,0.00339033506433,0.00199136703453,0.0150585820127,0.00882066529113,0.00283283595549,0.00288670545488,0.0040935055119,0.00181884290548,0.0049190944317,0.0107916819161,0.00613024616846,0.0220594013414,0.00224697942239,0.00689422840183,0.00179432566763,0.00218191766277,0.00334482616975,0.0017495248885,0.00953481400323,0.000705852524494,0.00197415595368,0.00295580359554,0.00411786902049,0.0,0.0,0.00765306122449,0.0,0.0,0.0,0.0,0.00207380298872,0.0,0.0,0.00332963374029,0.003074554087,0.00231929332552,0.0,0.00274391330586,0.00104422026719,0.00330869550199,0.00264568303626,0.00147715802712,0.0030723604903,0.00131857881794,0.0037611967997,0.000760263558033,0.00117568021498,0.00247784952696,0.00694373532115,0.00281030444965,0.00448639127978,0.0123507279568,0.004807582244,0.0020163664194,0.00205514642918,0.0,0.00235544837642,0.00684203080661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042630006194,0.0044475157938,0.0108642903869,0.00445042178533,0.00754648039611,0.0133132197132,0.00436630555412,0.0220298646281,0.0103022129625,0.347405219166,0.00670185086995,0.00544588155208,0.0135029354207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653963761252,0.00157464937529,0.00256347476042,0.00203449944575,0.00129600304976,0.0049202702796,0.000986310740938,0.00367086046861,0.00207999151987,0.000694038921449
C-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.402331222554,0.00914222622612,0.00927545696981,0.00378709439975,0.00797576981323,0.0214256635192,0.0396832668019,0.0200394629193,0.0,0.00162056419104,0.00494716440557,0.000595613179452,0.0252645502646,0.000227842333105,0.000591565437171,0.00105868118572,0.000675447483958,0.0,0.000334672021419,0.00216060496939,0.0,0.0,0.00422489437764,0.0,0.0,8.01810780408e-05,0.000161625954245,0.000359256535431,0.000241342151211,0.000112148892786,7.5970279687e-05,0.000125026272045,0.00013255962516,0.000241561741547,0.00018514695603,0.0,0.0,0.0,0.0,0.000178794922224,0.000842389015247,0.000320856251194,0.000541418516513,0.0,0.000150844730491,0.000827814569536,0.000568709030501,0.000402493678144,0.000145305960811,0.000239298070035,0.000213958308871,0.00031847133758,0.00111607142857,0.000515572521429,0.000247339662366,0.0,0.00174969123096,0.0,0.00294105348257,0.000410262020677,0.000190542373261,0.00103206274942,0.000237594189125,0.000213162478531,0.000579318335425,0.00279903250833,0.000132305758608,0.000222499110004,0.000258574298124,0.000226169641179,0.00040020419781,0.00073403405498,0.00259269837483,0.000767564214564,0.000153925319903,0.00252998620323,0.000241364444293,0.000749274358519,0.000305403974485,0.000444458186501,5.5672743743e-05,0.000148268305437,0.000228943897261,0.000236925417246,0.000199767969846,6.81828003163e-05,0.000298131422777,0.000100224249051,0.000149273228113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000487953644404,0.0,0.0,0.00184979652238,0.00022584370589,0.000334285900235,0.0,0.000358890340565,7.99865692881e-05,0.000146575957622,0.000121374118674,0.000138539790607,0.000259586013648,6.35970490969e-05,0.00115027669034,0.00144812106292,0.00327510917031,0.0114882114432,0.0662377888968,0.00417642466823,0.0020936492639,0.0140683788647,0.00295322909274,0.030951960438,0.016055831478,0.0,0.0137401155291,0.000248538863323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00100554439291,9.96647553096e-05,0.000232801201657,0.000108054508725,0.000235833344064,0.000133613204669,0.000237519307653,0.000425387291901,0.000181334695047,0.00044391249376,0.000567221968753,0.00255275697754,9.78473581213e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000257534331148,0.000238480290142,0.000229450704555,0.000150961996245,7.21386469605e-05,0.000438943985827,8.73419501847e-05,0.000276071816536,0.000330343377857,7.37303097035e-05
C#-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.00721105142324,0.417318057868,0.00642725154656,0.00578734578758,0.0139155308767,0.00536462368839,0.011543747137,0.0203763414986,0.0,0.00181344521204,0.000779248318079,9.9268863242e-05,0.000793650793651,0.000227842333105,0.000269628298132,0.000604960677556,0.00016886187099,0.000336530371866,0.000669344042838,0.000360100828232,0.0,0.000215703192407,1.62495937602e-05,0.0,0.0,0.000114633461472,0.000130509270678,3.35118425431e-05,0.000212735821687,5.77887294239e-05,0.000393392271479,0.00017209941664,4.10291731879e-05,0.000174438059691,8.29431926936e-05,0.0,0.0,0.0,0.0,0.000119196614816,0.000505433409148,0.000256164492553,0.000108283703303,0.000189131257092,0.000125703942076,0.0,0.0,0.000253912822954,0.000127963534434,0.000379095616139,8.09500559295e-05,0.000106157112527,0.0,8.63250195512e-05,0.000520683250116,0.00116301608839,0.000411692054343,0.0,0.000125447778877,0.000109403205514,0.00014570887367,6.88041832943e-05,0.000110311587808,0.00023143354812,0.000458627015545,0.000136909198777,0.000314226176694,0.000189124243503,0.000265742694508,0.000113774812957,0.000389919005025,0.00273687645203,0.000370254759752,0.00390292188954,0.0048453050535,0.000173066124673,0.000279506324145,0.000371314454831,6.63729937329e-05,5.56002809557e-05,0.000507191210763,4.55891628499e-05,0.00017126623054,0.000119688494201,0.00018626328542,0.000170173692756,4.33509221255e-05,0.000415616756326,7.92264134921e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000121988411101,0.0,0.0,0.000739918608953,0.000456820223277,4.14159522415e-05,0.0,9.83261207027e-05,0.000202163856443,5.50826847114e-05,0.000605506839227,0.000120547610009,0.000145794884378,0.000716526753159,4.79948549515e-05,0.00195496343494,0.00109170305677,0.0242528908244,0.00265495762279,0.000897736143638,0.00285799740786,0.0029990730138,0.0019230328976,0.00111856823266,0.0167836958383,0.0,0.000112164208401,0.000226902667632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11815448763e-05,0.00360447821866,0.00020226773588,8.61923174249e-05,0.000361891048447,8.59673044508e-05,0.000216689380609,3.97114170735e-05,0.000160487651035,0.000104767475731,0.000863163865494,0.000170183798502,0.000391389432485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000181236702612,0.000115559734809,0.000199115323058,2.60645002974e-05,0.000405193396088,4.20628784155e-05,0.000102446822942,0.000206359178869,3.51528189263e-05,0.000174642300404
D-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250248782393,0.0219759220333,0.416414371127,0.00654783919498,0.00131246845028,0.0198497642717,0.00644591322557,0.0183775285946,0.0,0.00765392219507,0.00550850939597,0.000785518830872,0.000925925925926,0.00136705399863,0.000323839278709,0.000604960677556,0.00202634245187,0.0015143866734,0.000334672021419,0.000540151242348,0.000580214679431,0.000215703192407,0.00365615859604,0.0,0.0,0.000337855631069,0.00017594724133,0.000335088477404,0.000792995832699,0.0009159488769,0.000170702009977,0.000298966771674,0.00213027654859,0.000400915241319,0.000212243935316,0.0,0.0,0.0,0.0,0.0,0.000252716704574,0.000417893889157,0.000108283703303,6.30437523641e-05,0.000603378921963,0.0,0.000119728216948,0.000706631015529,0.000368905399926,0.000329690362926,0.000787743580172,0.0,0.00015943877551,0.000335058126732,0.000401851358539,0.00116301608839,0.00164676821737,0.0,0.000306650126145,0.000382911219299,0.000515585245295,0.00175068421938,0.000190923901975,0.000274066043826,0.000217244375784,0.000349879063541,9.92293189561e-05,0.00060074759701,0.000517404610405,0.00427400986773,0.00431353638814,0.00137996353393,0.00674659761955,0.00342475781217,0.000477600058016,0.000775087545163,0.000609010546791,0.000819051571507,0.00106770111513,0.000315710506219,0.000303353877074,0.00104184977859,0.000170493268829,0.000339692091034,0.000421596572088,0.000890984881474,0.000375707991754,0.000130259053708,0.000714523216682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00237877401647,0.0,0.0,0.0,0.000220710894392,0.0010975227344,0.0,0.000479339838426,0.000618797195372,0.000762755142529,0.000180015546797,0.000349048303607,0.000259586013648,0.000301026032392,0.000243173931755,0.00184635435522,0.0019314746389,0.00615708064274,0.00534395316382,0.00238095238095,0.0524741617095,0.00389879491793,0.00167120716101,0.0191775579889,0.0116030142148,0.0,0.000112164208401,0.000629668772035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000197603976251,0.000254613799073,0.000502637959644,0.000198434985403,0.000561661252064,0.000769441488845,0.000622241444295,0.000436239008531,0.000531521013537,0.000409228109749,0.000930983883498,0.00272294077604,0.0304305283757,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.000593593958819,0.000378696199994,0.000156807817707,0.00090430355492,0.000256224157649,0.000322223378563,0.000374001642811,0.000499530897768,0.000416712224358,0.000713745640172
D#-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133978693705,0.0257750721156,0.00887375374815,0.351900917023,0.0163722025913,0.00306643728578,0.0154112950723,0.00456550684184,0.0,0.00479343219464,0.00813744257814,0.000932264106969,0.0215608465608,0.00341763499658,0.00156641201772,0.000453720508167,0.000506585612969,0.0,0.0,0.0,0.0,0.0,9.74975625609e-05,0.0,0.0,0.00031641437592,0.00126355621633,0.000515106069474,0.00177338972843,0.00026596231663,0.00077199290654,0.00151270073192,0.00029802235397,0.000382176981765,0.000232967931669,0.0,0.0,0.0,0.0,0.00029799153704,0.000421194507624,0.000285164246427,0.0,0.000693481276006,5.02815768302e-05,0.000382068262863,0.000568709030501,0.0020926105943,0.000342470827682,0.00117509980758,0.000442979141751,0.000636942675159,0.000478316326531,0.000480091475258,0.00169509308952,0.00116301608839,0.000308769040758,0.0,0.000557545683899,0.000273508013785,0.000594043869579,0.000642172377414,0.000263050709388,0.000408053887475,0.00359660133243,0.000867091592254,0.00153805444382,0.000367123531506,0.0112102625493,0.000912440978854,0.00115460472213,0.0103561294533,0.0023622185043,0.00606176731376,0.00121202438536,0.00131646447556,0.00224719470307,0.00524209619387,0.000573101032265,0.000410212633916,0.000635048773805,0.000347847947756,0.00151739745411,0.000278422743628,0.000577183653811,0.00049306930334,0.000609610613244,0.000806556267744,0.000477015379504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000304971027752,0.0,0.0,0.00110987791343,0.000913640446555,0.000304703077205,0.0,0.000859739017894,0.000642529474172,0.000689933966131,0.000695514612626,0.000588344305565,0.00125170242197,0.000394301704401,0.000639931399354,0.00191876040837,0.00764192139738,0.00510587175252,0.00265495762279,0.0883294301327,0.0021601143199,0.00809749713725,0.00293033584396,0.00575473919699,0.00732145915396,0.0,0.000168246312602,0.000541459666525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000369162902422,0.00061817016657,0.00161849335139,0.00031679236589,0.00157567465132,0.000309300354638,0.00109166660477,0.000358575912216,0.00112146405992,0.000646701054739,0.000930983883498,0.00646698434309,0.00782778864971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.000607357764592,0.00030498504621,0.00148049263939,0.00029747793532,0.000782381748336,0.000460208245395,0.00026556280423,0.00156909925501,0.000562755502988,0.000533780260573
G#-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000530586521983,0.00100097367439,6.11625550398e-05,0.000441285116303,0.373229008918,0.00317149723561,0.00334402198809,0.000827758794937,0.0,7.91688166758e-05,3.70760885897e-05,0.00102721693268,0.00026455026455,0.0179995443153,2.56788855364e-05,0.0,0.0,0.000168265185933,0.0,0.000180050414116,0.0,0.0,9.74975625609e-05,0.0,0.0,5.63815558908e-06,1.20374937957e-05,5.66017715875e-06,1.33276610538e-05,4.17390651041e-06,4.671329295e-05,1.66534324879e-05,2.24339343069e-06,1.80597153361e-05,3.91820432189e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.1794177593e-06,0.0,0.0,2.51407884151e-05,0.000191034131431,0.0,5.36348209659e-05,1.51535764461e-05,4.31950956868e-05,2.73063300742e-06,0.0,0.0,1.40826832742e-05,2.14683570024e-05,0.000387672029463,0.000308769040758,0.0,1.39386420975e-05,0.0011487336579,2.24167497954e-05,3.05796370197e-05,2.12137668862e-05,1.21807130589e-05,2.41382639761e-05,0.0,3.3076439652e-05,3.33748665005e-05,2.96123041086e-05,5.47065377442e-06,9.56890257268e-05,0.00192190912372,2.57359656918e-05,4.71909850436e-05,2.36092161918e-05,2.7845503687e-05,1.26226895994e-05,8.27358382577e-05,5.51270712068e-06,1.05053336129e-05,1.45338562346e-05,1.23290262868e-05,1.61217728296e-05,4.00622603402e-06,8.19820798502e-06,6.45942318786e-06,4.94969944182e-06,3.2848876444e-05,4.62788905735e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000304971027752,0.0,0.0,0.00147983721791,5.1328114975e-06,5.91656460593e-06,0.0,1.78216093774e-05,8.78973288881e-06,4.66802412808e-06,0.00010228156068,1.97913986581e-05,5.33395918454e-06,3.81582294582e-05,5.75938259419e-05,0.000868872637753,0.0409808532079,0.0045051809581,0.00108921338371,0.0048399687744,0.00083081319996,0.00458040242107,0.00235800462444,0.00716766749087,0.0157561226237,0.0,0.0,1.88623244486e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58324898403e-05,2.26684712173e-05,2.93033405369e-05,2.84794829198e-05,0.000164780093221,2.72912077622e-06,2.49397779043e-05,6.80431961672e-06,5.78560497461e-06,4.46055464854e-05,6.1654561821e-06,0.00068073519401,0.000782778864971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.010406551e-05,4.32383862981e-06,1.85432895796e-05,3.22237171126e-06,1.04835635319e-05,1.56765709224e-05,1.04444161488e-05,1.73441866821e-05,4.03520217255e-06,9.06056033223e-06
A-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00279733273932,0.00102827295642,0.00102317698007,0.000263143378779,0.00757193336699,0.428414776682,0.0123421242065,0.00921122286924,0.0,0.000531373164118,0.000104073231129,8.63207506452e-06,0.00357142857143,0.0,3.99449330566e-05,0.000151240169389,0.0,0.0,0.00368139223561,0.0,0.0,0.0,1.62495937602e-05,0.0,0.0,3.37476139827e-05,7.27959110965e-06,1.41654169105e-05,2.68073486595e-05,5.1353956887e-05,8.64658158213e-06,1.87455722477e-05,1.96920090027e-05,1.27357530116e-05,4.66407936148e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.72175479741e-05,0.0,6.30437523641e-05,0.000201126307321,0.0,0.0,2.11594019128e-05,2.3235483884e-05,2.64966721146e-05,4.64207611261e-05,0.0,0.0,3.49323701997e-05,3.26560923418e-05,0.0,0.00514615067929,0.0,2.7877284195e-05,0.0,0.0,0.000129963457334,5.09130405268e-05,1.21807130589e-05,0.000217244375784,6.08485327898e-05,1.6538219826e-05,0.000111249555002,4.19009836235e-05,2.7303983703e-05,0.00249838352584,5.37847702532e-05,0.000127078479483,6.85122132259e-05,3.94333144996e-05,3.99132475983e-05,5.07919505574e-05,0.000116627627424,2.97686184516e-05,1.63084982506e-05,3.59309223577e-05,1.35901633268e-05,7.39834780539e-06,4.04409583235e-05,1.06129528824e-05,1.77161957609e-05,1.63973455442e-05,1.01739518476e-05,3.47186903356e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000182982616651,0.0,0.0,0.00147983721791,4.106249198e-05,3.25411053326e-05,0.0,3.07269127196e-05,1.05476794666e-05,6.72195474444e-05,3.68213618449e-05,1.79921805983e-06,2.3113823133e-05,5.93572458238e-05,2.55972559742e-05,0.000470639345449,0.0071380584481,0.00240276317765,0.0020763130127,0.000741608118657,0.00554983217573,0.0173673591799,0.00789817082942,0.0343223831391,0.017254666895,0.0,0.0,2.2745744188e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98812563262e-05,2.96507429424e-05,3.00062692454e-05,2.47939027772e-05,2.77588209135e-05,0.00015988099214,3.64874564194e-05,2.35804869476e-05,5.19446707503e-05,1.9842324949e-05,1.84963685463e-05,0.000340367597005,0.0165362035225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.70626765526e-06,3.41274406139e-05,7.29129347546e-06,1.40723827897e-05,5.23445060262e-05,1.85480220319e-05,2.52163991481e-05,3.15126772111e-05,1.19504064341e-05,1.6309008598e-05
A#-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00403648733812,0.00201863024336,0.000498630321596,0.00128542375579,0.0124684502776,0.0115106307537,0.365100451541,0.00445963071691,0.0,5.6690822797e-05,0.000476351851647,0.000138113201032,0.0,0.00136705399863,6.51482836756e-05,0.000151240169389,0.0,0.00218744741713,0.0,0.0,0.0,0.000215703192407,3.24991875203e-05,0.0,0.0,8.78251159068e-06,7.9790028045e-05,1.34167162282e-05,4.00843341959e-05,1.1006193953e-05,2.45802193404e-05,2.14235111402e-05,1.68005241365e-05,5.21435133548e-05,4.90955722261e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.85895858166e-05,0.0,0.000189131257092,0.000276548672566,0.000254712175242,0.0,0.00011602792917,7.57678822304e-06,5.40973722339e-05,1.98191105377e-05,0.000106157112527,0.00031887755102,4.18822658416e-05,2.75157815102e-05,0.000387672029463,0.000411692054343,0.0,8.36318525849e-05,0.0,0.000134500498773,0.000328731097962,4.24275337723e-06,0.000170529982825,0.00101380708699,1.52121331974e-05,0.000148843978434,0.000100124599502,7.32200487758e-05,3.74074433765e-05,7.99857403149e-05,0.000233835691625,0.000113695777323,0.000176824052392,4.92493327012e-05,6.83906770644e-05,3.10775546537e-05,0.00487078173904,5.18194469344e-05,2.25474736714e-05,4.96169703119e-05,4.09022505668e-05,4.1629509293e-05,9.54717547412e-06,4.55224130659e-05,7.02603925697e-06,1.50836812374e-05,2.04561372254e-05,3.21285960483e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09942055505e-05,0.0,0.0,0.00147983721791,0.000133453098935,4.73325168474e-05,0.0,3.19559892284e-05,1.31845993332e-05,1.49376772099e-05,2.86388369905e-05,8.99609029916e-06,0.000248918095279,3.81582294582e-05,3.83958839612e-05,0.00115849685034,0.01973463218,0.00217750412975,0.00353994349706,0.00343481654957,0.000764348143963,0.0118599705546,0.00293033584396,0.00493053102555,0.00599417708512,0.0,0.0,0.000109845301201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15732781412e-05,2.74508491112e-05,0.00015477611501,9.96781902193e-06,4.46473808643e-05,1.35318905154e-05,5.00499642588e-05,2.34631710922e-05,3.89270595575e-05,0.000107942247723,0.000197294597827,0.00238257317903,0.000195694716243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9033201641e-05,9.52273983947e-06,3.83468027228e-05,2.8960555886e-05,1.57620011143e-05,2.35148563836e-05,6.49135027576e-06,6.89187136293e-05,2.11848114059e-05,1.72150646312e-05
B-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064230073062,0.00795470745786,0.00237704641875,0.000532616667013,0.0067810869931,0.024689088211,0.00830443033833,0.497864831481,0.0,0.00168915512824,0.000196655042988,0.000103584900774,0.00171957671958,0.00136705399863,4.470028223e-05,0.0,0.0,0.0,0.0,0.000180050414116,0.0,0.0,0.000162495937602,0.0,0.0,0.000147405240834,1.06101229899e-05,1.78490242678e-05,0.000125472580871,4.06955884765e-05,4.5571291609e-05,3.205158112e-05,4.07799072511e-05,2.83944657307e-05,5.20224236473e-05,0.0,0.0,0.0,0.0,0.0,0.000421194507624,5.65123408824e-05,0.0,6.30437523641e-05,0.000251407884151,0.0,0.0,0.000178886079175,0.000111462973415,5.17513127238e-05,4.57160816403e-05,0.000106157112527,0.0,1.40826832742e-05,6.38003285566e-05,0.000775344058926,0.00113215314944,0.0,2.7877284195e-05,0.0,4.48334995909e-05,6.11592740394e-05,8.06123141674e-05,3.04517826474e-05,0.000313797431689,3.04242663949e-05,1.6538219826e-05,2.22499110004e-05,0.000122289428783,4.45045077325e-05,0.000216907369258,0.000178258095696,0.000235283917458,0.00127301946401,9.95141155611e-05,6.78810595006e-05,0.00102955694496,5.53233617266e-05,0.000186991025533,1.36706961426e-05,4.2874875892e-05,3.78341112008e-05,5.37392427655e-05,5.77016137736e-05,7.95971466182e-06,0.000122200198905,2.10186289093e-05,4.51874988974e-05,3.98036548554e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09942055505e-05,0.0,0.0,0.000369959304477,0.000112921852945,2.95828230296e-05,0.0,3.93304482811e-05,0.00010196090151,3.08089592453e-05,6.27326905505e-05,6.47718501539e-05,0.000163574748326,2.54388196388e-05,2.55972559742e-05,0.0171602345956,0.00369499496137,0.00135155428743,0.00309745055992,0.00546448087432,0.00245920707188,0.00185397240853,0.01014170921,0.00712351348169,0.0185391334133,0.0,0.000280410521003,2.66291639275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77662290575e-05,3.73025475727e-05,5.47405731769e-05,0.000311431522047,5.39314234891e-05,4.8385037095e-05,7.09801315676e-05,1.90051685846e-05,5.53091258171e-05,2.00804328484e-05,5.54891056389e-05,0.0110619469027,0.000684931506849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19463580731e-06,5.87836156577e-05,6.31912101207e-05,4.12382000011e-05,6.01888507668e-05,1.01276856702e-05,0.000120630925958,7.1331021284e-05,1.36576073533e-05,0.0001063483269
E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18320784327e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152593997208,0.0188744202694,0.0314987158455,0.0203520153075,0.00482921083628,0.0154832101068,0.00505202539101,0.0332836036383,0.0,0.416276579815,0.013046446799,0.000927948069436,0.012962962963,0.00159489633174,0.0016372667204,0.000302480338778,0.00540357987166,0.0015143866734,0.00334672021419,0.000540151242348,0.0,0.000862812769629,0.000292492687683,0.0,0.0,0.00269089107444,0.000416982591405,0.00108540635325,0.00324138345176,0.00108998587157,0.00220748859222,0.00102703140808,0.000758615951883,0.000570499100068,0.00466497629982,0.0,0.0,0.0,0.0,0.000119196614816,0.010277145986,0.0026066317232,0.000324851109908,0.000567393771277,0.000578238133548,0.0,0.00047891286779,0.00317708807256,0.00230637433509,0.00307775407031,0.00171369242449,0.000212314225053,0.000956632653061,0.000778022527904,0.00210601558482,0.000581508044195,0.00102923013586,0.0,0.000599361610192,0.001011979651,0.00135621336262,0.000879164564317,0.00268566288779,0.000645577792124,0.00241382639761,0.00112569785661,0.00497800416763,0.00403835884656,0.00405748302925,0.00296807609847,0.0160487576911,0.00831410100934,0.0106183162982,0.0287938922357,0.00247422893273,0.00271809623838,0.0053355369647,0.00233371550202,0.00192040665256,0.000808796001147,0.00132447839302,0.00107548637397,0.00112447525102,0.00270609606288,0.000679795406118,0.00129932619528,0.00112315952405,0.00231673871592,0.00178147065973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250076242757,0.0,0.0,0.00110987791343,0.000549210830232,0.000964400030766,0.0,0.0013919291462,0.00212975227896,0.00169916078262,0.00185606938781,0.00205650624239,0.00075564421781,0.00126770117867,0.00105748663743,0.00438056621534,0.00344306348673,0.00090103619162,0.00677354572994,0.00175644028103,0.00159516134392,0.00245378701129,0.122272841739,0.00732956552455,0.00556602157904,0.0,0.000224328416802,0.000577519992677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000615412505854,0.00121893247761,0.00260597638775,0.00313341322666,0.00235576749921,0.00138508565061,0.00267276632688,0.0010350191348,0.0129614530924,0.00121260416228,0.00315671356524,0.00221238938053,0.00205479452055,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.000784298250374,0.00257942711403,0.000876485488526,0.00108312479014,0.00156762265036,0.000710955773367,0.00243017845388,0.00211128830206,0.00114165181467,0.00146384677868
